Training Dataset,Number of Bottlenecks,Number of Dense Layers,Number of Last Layer Parameters,Number of Highest Internal Layer Parameters,Number of Lowest Internal Layer Parameters,Number of Output Features,Number of Convolutional Layers,Origin,Number of Residual Blocks,Number of First Layer Parameters,Number of Pooling Layers,Number of Parameters,Number of Layers,Model,Number of Recurrent Layers,Number of Attention Layers,Crop Percentage,Architecture Family,Number of Normalization Layers,Has Convolutional Layers,Has Residual Blocks,Has Dense Layers,Has Bottlenecks,Has Skip Connections,Has Attention Layers,Tokenized,Transformer,Year Made,Training Type,Primary Application,Key Distinguishing Feature,Most Common Pooling Type,Most Common Activation Function
ImageNet-1K,16.0,1.0,2049000.0,14544896.0,128.0,1000,53.0,timm,16.0,9408.0,1.0,25028904,217,gluon_resnext50_32x4d,0.0,0.0,0.875,resnext,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,26171392.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,44177704,421,gluon_resnext101_32x4d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,51769344.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,83455272,421,gluon_resnext101_64x4d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,50.0,1.0,2049000.0,68677888.0,256.0,1000,257.0,timm,50.0,112576.0,1.0,115088984,932,gluon_senet154,0.0,0.0,0.875,senet,157.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Blocks,Average,ReLU
ImageNet-1K,16.0,1.0,2049000.0,16124288.0,128.0,1000,85.0,timm,16.0,9408.0,1.0,27559896,313,gluon_seresnext50_32x4d,0.0,0.0,0.875,resnext,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,29211072.0,128.0,1000,170.0,timm,33.0,9408.0,1.0,48955416,619,gluon_seresnext101_32x4d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,54809024.0,128.0,1000,170.0,timm,33.0,9408.0,1.0,88232984,619,gluon_seresnext101_64x4d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,0.0,97.0,385000.0,24040032.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,24721096,391,gmixer_24_224,0.0,0.0,0.875,mixer,49.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,Entirely MLP-based Image Processing,Average,GeLU
ImageNet-1K,0.0,91.0,257000.0,18968280.0,512.0,1000,1.0,timm,0.0,196864.0,0.0,19422656,367,gmlp_s16_224,0.0,0.0,0.875,gm,61.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,NA,NA
ImageNet-1K,11.0,1.0,2049000.0,20507136.0,20507136.0,1000,60.0,timm,0.0,26232.0,0.0,22635360,402,halo2botnet50ts_256,0.0,0.0,0.95,botnet,55.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Blocks in ResNet,Average,"ReLU, GeLU"
ImageNet-1K,5.0,1.0,2049000.0,10374336.0,10374336.0,1000,34.0,timm,0.0,26232.0,1.0,12480288,225,halonet26t,0.0,0.0,0.95,halonet,31.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Halo Attention Mechanism,"Max, Average, Strided",NA
ImageNet-1K,11.0,1.0,2049000.0,20605056.0,20605056.0,1000,60.0,timm,0.0,26232.0,1.0,22733280,403,halonet50ts,0.0,0.0,0.94,halonet,55.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Halo Attention Mechanism,"Max, Average, Strided",NA
ImageNet-1K,17.0,1.0,1537000.0,9650048.0,442368.0,1000,107.0,timm,0.0,928.0,1.0,11680072,592,haloregnetz_b,0.0,0.0,0.94,regnetz,68.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average,NA
ImageNet-1K,0.0,1.0,1281000.0,2727904.0,1230080.0,1000,51.0,timm,0.0,864.0,0.0,5260232,219,hardcorenas_a,0.0,0.0,0.875,hardcorenas,34.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,NAS for Efficiency and Robustness,Average,ReLU
ImageNet-1K,0.0,1.0,1281000.0,2639480.0,1230080.0,1000,64.0,timm,0.0,864.0,0.0,5176544,308,hardcorenas_b,0.0,0.0,0.875,hardcorenas,55.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,NAS for Efficiency and Robustness,Average,ReLU
ImageNet-1K,0.0,1.0,1281000.0,2981856.0,1230080.0,1000,68.0,timm,0.0,864.0,0.0,5521224,316,hardcorenas_c,0.0,0.0,0.875,hardcorenas,55.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,NAS for Efficiency and Robustness,Average,ReLU
ImageNet-1K,0.0,1.0,1281000.0,4955096.0,1230080.0,1000,90.0,timm,0.0,864.0,0.0,7500208,360,hardcorenas_d,0.0,0.0,0.875,hardcorenas,55.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,NAS for Efficiency and Robustness,Average,ReLU
ImageNet-1K,0.0,1.0,1281000.0,5523272.0,1230080.0,1000,85.0,timm,0.0,864.0,0.0,8070992,341,hardcorenas_e,0.0,0.0,0.875,hardcorenas,52.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,NAS for Efficiency and Robustness,Average,ReLU
ImageNet-1K,0.0,1.0,1281000.0,5650368.0,1230080.0,1000,85.0,timm,0.0,864.0,0.0,8199688,341,hardcorenas_f,0.0,0.0,0.875,hardcorenas,52.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,NAS for Efficiency and Robustness,Average,ReLU
ImageNet-1K,8.0,1.0,2049000.0,6708636.0,128.0,1000,325.0,timm,112.0,1728.0,0.0,21299004,1533,hrnet_w18,0.0,0.0,0.875,hrnet,325.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average,ReLU
ImageNet-1K,5.0,1.0,2049000.0,6198528.0,128.0,1000,91.0,timm,23.0,1728.0,0.0,13187464,440,hrnet_w18_small,0.0,0.0,0.875,hrnet,91.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average,ReLU
ImageNet-1K,6.0,1.0,2049000.0,6198528.0,128.0,1000,164.0,timm,44.0,1728.0,0.0,15597464,794,hrnet_w18_small_v2,0.0,0.0,0.875,hrnet,164.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average,ReLU
ImageNet-1K,8.0,1.0,2049000.0,18614700.0,128.0,1000,325.0,timm,112.0,1728.0,0.0,37712220,1533,hrnet_w30,0.0,0.0,0.875,hrnet,325.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average,ReLU
ImageNet-1K,8.0,1.0,2049000.0,21177216.0,128.0,1000,325.0,timm,112.0,1728.0,0.0,41232680,1533,hrnet_w32,0.0,0.0,0.875,hrnet,325.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average,ReLU
ImageNet-1K,8.0,1.0,2049000.0,33079200.0,128.0,1000,325.0,timm,112.0,1728.0,0.0,57557160,1533,hrnet_w40,0.0,0.0,0.875,hrnet,325.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average,ReLU
ImageNet-1K,8.0,1.0,2049000.0,40021344.0,128.0,1000,325.0,timm,112.0,1728.0,0.0,67064984,1533,hrnet_w44,0.0,0.0,0.875,hrnet,325.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average,ReLU
ImageNet-1K,8.0,1.0,2049000.0,47624256.0,128.0,1000,325.0,timm,112.0,1728.0,0.0,77469864,1533,hrnet_w48,0.0,0.0,0.875,hrnet,325.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average,ReLU
ImageNet-1K,8.0,1.0,2049000.0,84643584.0,128.0,1000,325.0,timm,112.0,1728.0,0.0,128059944,1533,hrnet_w64,0.0,0.0,0.875,hrnet,325.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average,ReLU
ImageNet-1K,33.0,1.0,2049000.0,55160832.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,88791336,421,ig_resnext101_32x8d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,123314176.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,194026792,421,ig_resnext101_32x16d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,300318720.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,468530472,421,ig_resnext101_32x32d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,531587072.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,828411176,421,ig_resnext101_32x48d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,1537000.0,22535680.0,5280.0,1000,244.0,timm,0.0,928.0,5.0,55843464,1008,inception_resnet_v2,0.0,0.0,0.8975,inception_resnet,204.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2016.0,Supervised,Image Classification,Inception with Residual Connections,Average,ReLU
ImageNet-1K,0.0,1.0,2049000.0,6076800.0,5280.0,1000,94.0,timm,0.0,928.0,2.0,23834568,300,inception_v3,0.0,0.0,0.875,inception_v3,94.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2015.0,Supervised,Image Classification,"Label Smoothing, Factorized Convolutions","Max, Average",ReLU
ImageNet-1K,0.0,1.0,1537000.0,,,1000,149.0,timm,0.0,41142816.0,18.0,42679816,680,inception_v4,0.0,0.0,0.875,inception_v4,149.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016.0,Supervised,Image Classification,Combining Inception with Residual Connections,"Max, Average",ReLU
ImageNet-1K,0.0,97.0,513000.0,66500608.0,1024.0,1000,3.0,timm,0.0,6272.0,2.0,67723368,385,jx_nest_base,0.0,48.0,0.875,nest,51.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Nested Hierarchical Transformer,"Max, Average",GeLU
ImageNet-1K,0.0,97.0,385000.0,37433856.0,768.0,1000,3.0,timm,0.0,4704.0,2.0,38351176,385,jx_nest_small,0.0,48.0,0.875,nest,51.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Nested Hierarchical Transformer,"Max, Average",GeLU
ImageNet-1K,0.0,49.0,385000.0,16140288.0,768.0,1000,3.0,timm,0.0,4704.0,2.0,17057608,205,jx_nest_tiny,0.0,24.0,0.875,nest,27.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Nested Hierarchical Transformer,"Max, Average",GeLU
ImageNet-1K,5.0,1.0,2049000.0,8848384.0,8848384.0,1000,31.0,timm,0.0,26232.0,2.0,10988688,225,lambda_resnet26rpt_256,0.0,0.0,0.94,resnet,37.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,5.0,1.0,2049000.0,8852320.0,8852320.0,1000,31.0,timm,0.0,26232.0,2.0,10958272,228,lambda_resnet26t,0.0,0.0,0.94,resnet,37.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,11.0,1.0,2049000.0,19408608.0,19408608.0,1000,55.0,timm,0.0,26232.0,1.0,21536832,408,lambda_resnet50ts,0.0,0.0,0.95,resnet,65.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,11.0,1.0,2049000.0,20441600.0,20441600.0,1000,58.0,timm,0.0,26232.0,0.0,22569824,404,lamhalobotnet50ts_256,0.0,0.0,0.95,botnet,59.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Blocks in ResNet,Average,"ReLU, GeLU"
ImageNet-1K,0.0,1.0,1281000.0,328960.0,265208.0,1000,32.0,timm,0.0,216.0,0.0,1880856,170,lcnet_050,0.0,0.0,0.875,lcnet,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Lightweight and Efficient for CPU,Average,NA
ImageNet-1K,0.0,1.0,1281000.0,575832.0,492800.0,1000,32.0,timm,0.0,432.0,0.0,2358288,170,lcnet_075,0.0,0.0,0.875,lcnet,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Lightweight and Efficient for CPU,Average,NA
ImageNet-1K,0.0,1.0,1281000.0,1004784.0,656640.0,1000,32.0,timm,0.0,432.0,0.0,2953800,170,lcnet_100,0.0,0.0,0.875,lcnet,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Lightweight and Efficient for CPU,Average,NA
ImageNet-1K,50.0,1.0,2049000.0,68677888.0,354864.0,1000,257.0,timm,0.0,112832.0,1.0,115088984,682,legacy_senet154,0.0,0.0,0.875,senet,157.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Blocks,Average,ReLU
ImageNet-1K,0.0,1.0,513000.0,8460352.0,149128.0,1000,36.0,timm,0.0,9536.0,1.0,11778592,111,legacy_seresnet18,0.0,0.0,0.875,seresnet,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Block ResNet,Average,ReLU
ImageNet-1K,0.0,1.0,513000.0,13214304.0,223692.0,1000,68.0,timm,0.0,9536.0,1.0,21958868,199,legacy_seresnet34,0.0,0.0,0.875,seresnet,36.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Block ResNet,Average,ReLU
ImageNet-1K,16.0,1.0,2049000.0,16544128.0,241200.0,1000,85.0,timm,0.0,9536.0,1.0,28088024,234,legacy_seresnet50,0.0,0.0,0.875,seresnet,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Block ResNet,Average,ReLU
ImageNet-1K,33.0,1.0,2049000.0,29130176.0,241200.0,1000,170.0,timm,0.0,9536.0,1.0,49326872,455,legacy_seresnet101,0.0,0.0,0.875,seresnet,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Block ResNet,Average,ReLU
ImageNet-1K,50.0,1.0,2049000.0,45371648.0,241200.0,1000,255.0,timm,0.0,9536.0,1.0,66821848,676,legacy_seresnet152,0.0,0.0,0.875,seresnet,155.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Block ResNet,Average,ReLU
ImageNet-1K,8.0,1.0,2049000.0,11100416.0,151584.0,1000,45.0,timm,0.0,9536.0,1.0,16790280,130,legacy_seresnext26_32x4d,0.0,0.0,0.875,resnext,29.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,16.0,1.0,2049000.0,16124288.0,231216.0,1000,85.0,timm,0.0,9536.0,1.0,27559896,234,legacy_seresnext50_32x4d,0.0,0.0,0.875,resnext,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,29211072.0,231216.0,1000,170.0,timm,0.0,9536.0,1.0,48955416,455,legacy_seresnext101_32x4d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,0.0,60.0,385768.0,8336896.0,385768.0,1000,4.0,timm,0.0,97680.0,0.0,9213936,298,levit_128,0.0,14.0,0.9,levit,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Fast Inference Image Classification,Average,ReLU
ImageNet-1K,0.0,48.0,385768.0,6902528.0,385768.0,1000,4.0,timm,0.0,97680.0,0.0,7777058,241,levit_128s,0.0,11.0,0.9,levit,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Fast Inference Image Classification,Average,ReLU
ImageNet-1K,0.0,60.0,385768.0,9951104.0,385768.0,1000,4.0,timm,0.0,219096.0,0.0,10947069,298,levit_192,0.0,14.0,0.9,levit,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Fast Inference Image Classification,Average,ReLU
ImageNet-1K,0.0,60.0,514024.0,17469952.0,514024.0,1000,4.0,timm,0.0,388896.0,0.0,18893876,298,levit_256,0.0,14.0,0.9,levit,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Fast Inference Image Classification,Average,ReLU
ImageNet-1K,0.0,60.0,770536.0,36703744.0,770536.0,1000,4.0,timm,0.0,873648.0,0.0,39128836,298,levit_384,0.0,14.0,0.9,levit,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Fast Inference Image Classification,Average,ReLU
ImageNet-1K,0.0,57.0,513000.0,14897028.0,1024.0,1000,40.0,timm,0.0,19360.0,4.0,15451148,458,maxvit_nano_rw_256,0.0,28.0,0.95,maxvit,51.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Global and Local Attention,Average,GeLU
ImageNet-1K,0.0,85.0,513000.0,14947332.0,1024.0,1000,40.0,timm,0.0,19360.0,4.0,15501452,556,maxvit_rmlp_nano_rw_256,0.0,28.0,0.95,maxvit,51.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Global and Local Attention,Average,GeLU
ImageNet-1K,0.0,133.0,257000.0,7230700.0,512.0,1000,60.0,timm,0.0,7608.0,4.0,7515980,856,maxvit_rmlp_pico_rw_256,0.0,44.0,0.95,maxvit,79.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Global and Local Attention,Average,GeLU
ImageNet-1K,0.0,133.0,513000.0,28575192.0,1024.0,1000,60.0,timm,0.0,19360.0,4.0,29148896,856,maxvit_rmlp_tiny_rw_256,0.0,44.0,0.95,maxvit,79.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Global and Local Attention,Average,GeLU
ImageNet-1K,0.0,89.0,513000.0,28483608.0,1024.0,1000,60.0,timm,0.0,19360.0,4.0,29057312,702,maxvit_tiny_rw_224,0.0,44.0,0.95,maxvit,79.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Global and Local Attention,Average,GeLU
ImageNet-1K,0.0,49.0,769000.0,58519344.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,59880472,199,mixer_b16_224,0.0,0.0,0.875,mixer,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,Entirely MLP-based Image Processing,Average,GeLU
ImageNet-21K,0.0,49.0,16797267.0,58519344.0,1536.0,21843,1.0,timm,0.0,590592.0,0.0,75908739,199,mixer_b16_224_in21k,0.0,0.0,0.875,mixer,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,Entirely MLP-based Image Processing,Average,GeLU
ImageNet-1K,0.0,49.0,769000.0,58519344.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,59880472,199,mixer_b16_224_miil,0.0,0.0,0.875,mixer,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,Entirely MLP-based Image Processing,Average,GeLU
ImageNet-21K-P,0.0,49.0,8628949.0,58519344.0,1536.0,11221,1.0,timm,0.0,590592.0,0.0,67740421,199,mixer_b16_224_miil_in21k,0.0,0.0,0.875,mixer,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,Entirely MLP-based Image Processing,Average,GeLU
ImageNet-1K,0.0,97.0,1025000.0,206381664.0,2048.0,1000,1.0,timm,0.0,787456.0,0.0,208196168,391,mixer_l16_224,0.0,0.0,0.875,mixer,49.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,Entirely MLP-based Image Processing,Average,GeLU
ImageNet-21K,0.0,97.0,22389075.0,206381664.0,2048.0,21843,1.0,timm,0.0,787456.0,0.0,229560243,391,mixer_l16_224_in21k,0.0,0.0,0.875,mixer,49.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,Entirely MLP-based Image Processing,Average,GeLU
ImageNet-1K,0.0,1.0,1537000.0,5331612.0,405504.0,1000,155.0,timm,0.0,864.0,0.0,7329252,471,mixnet_l,0.0,0.0,0.875,mixnet,58.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,Supervised,Image Classification,Mixed Depthwise Convolutional Layers,Average,ReLU
ImageNet-1K,0.0,1.0,1537000.0,3127822.0,307200.0,1000,155.0,timm,0.0,648.0,0.0,5014382,471,mixnet_m,0.0,0.0,0.875,mixnet,58.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,Supervised,Image Classification,Mixed Depthwise Convolutional Layers,Average,ReLU
ImageNet-1K,0.0,1.0,1537000.0,2257782.0,307200.0,1000,123.0,timm,0.0,432.0,0.0,4134606,390,mixnet_s,0.0,0.0,0.875,mixnet,49.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,Supervised,Image Classification,Mixed Depthwise Convolutional Layers,Average,ReLU
ImageNet-1K,0.0,1.0,1537000.0,9786352.0,491520.0,1000,192.0,timm,0.0,1080.0,0.0,11896768,575,mixnet_xl,0.0,0.0,0.875,mixnet,70.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,Supervised,Image Classification,Mixed Depthwise Convolutional Layers,Average,ReLU
ImageNet-1K,0.0,1.0,1281000.0,2653928.0,409600.0,1000,52.0,timm,0.0,864.0,0.0,4383312,272,mnasnet_100,0.0,0.0,0.875,nasnet,52.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Neural Architecture Search,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,1281000.0,547800.0,184320.0,1000,66.0,timm,0.0,216.0,0.0,2030264,282,mnasnet_small,0.0,0.0,0.875,nasnet,46.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2017.0,Supervised,"Image Classification, Object Detection",Neural Architecture Search,"Max, Average",ReLU
ImageNet-21K-P,0.0,1.0,14374101.0,2947120.0,1230080.0,11221,63.0,timm,0.0,432.0,0.0,18576133,279,mobilenetv3_large_100_miil_in21k,0.0,0.0,0.875,mobilenetv3,46.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Hardware-aware Network Design,"Average, Spatial Pyramid",ReLU
ImageNet-1K,7.0,37.0,641000.0,4822544.0,102400.0,1000,35.0,timm,0.0,464.0,0.0,5578632,391,mobilevit_s,0.0,9.0,0.9,mobilevit,53.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT for Mobile Applications,Average,NA
ImageNet-1K,7.0,37.0,385000.0,1887104.0,36864.0,1000,35.0,timm,0.0,464.0,0.0,2317848,391,mobilevit_xs,0.0,9.0,0.9,mobilevit,53.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT for Mobile Applications,Average,NA
ImageNet-1K,7.0,37.0,321000.0,920880.0,25600.0,1000,35.0,timm,0.0,464.0,0.0,1272024,392,mobilevit_xxs,0.0,9.0,0.9,mobilevit,53.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT for Mobile Applications,Average,NA
