Pooling Layers,Max RF,Highest Internal Layer Parameters,Conv Layers,RF25 Layer Name,Family,Origin,Architecture,MAX RF,Attention Layers,Parameters,Recurrent Layers,Model,Layers,Crop Percentage,Dense Layers,Output Features,RF25 Layer Number,Bottlenecks,Last Layer Parameters,First Layer Parameters,Lowest Internal Layer Parameters,Training Dataset,Residual Blocks,Normalization Layers,Has Convolutional Layers,Has Residual Blocks,Has Dense Layers,Has Bottlenecks,Has Recurrent Layers,Has Skip Connections,Has Attention Layers,Tokenized,Transformer,Has ReLU,Has GeLU,Other,Year Made,Learning Type,Primary Application,Key Distinguishing Feature,Pooling Type
0.0,,13326105.0,64.0,,mobilevitv2,timm,mobilevitv2_175,,18.0,14.251833,0.0,mobilevitv2_175,33.2,0.888,1.0,1000,,6.0,897000.0,1624.0,13326105.0,ImageNet-1K,0.0,25.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid"
0.0,,13326105.0,64.0,,mobilevitv2,timm,mobilevitv2_175_384_in22ft1k,,18.0,14.251833,0.0,mobilevitv2_175_384_in22ft1k,33.2,1.0,1.0,1000,,6.0,897000.0,1624.0,13326105.0,ImageNet-1K,0.0,25.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid"
0.0,,13326105.0,64.0,,mobilevitv2,timm,mobilevitv2_175_in22ft1k,,18.0,14.251833,0.0,mobilevitv2_175_in22ft1k,33.2,0.888,1.0,1000,,6.0,897000.0,1624.0,13326105.0,ImageNet-1K,0.0,25.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid"
0.0,,17391497.0,64.0,,mobilevitv2,timm,mobilevitv2_200,,18.0,18.449329,0.0,mobilevitv2_200,33.2,0.888,1.0,1000,,6.0,1025000.0,1856.0,17391497.0,ImageNet-1K,0.0,25.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid"
0.0,,17391497.0,64.0,,mobilevitv2,timm,mobilevitv2_200_384_in22ft1k,,18.0,18.449329,0.0,mobilevitv2_200_384_in22ft1k,33.2,1.0,1.0,1000,,6.0,1025000.0,1856.0,17391497.0,ImageNet-1K,0.0,25.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid"
0.0,,17391497.0,64.0,,mobilevitv2,timm,mobilevitv2_200_in22ft1k,,18.0,18.449329,0.0,mobilevitv2_200_in22ft1k,33.2,0.888,1.0,1000,,6.0,1025000.0,1856.0,17391497.0,ImageNet-1K,0.0,25.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Separable Self-Attention,"Average, Spatial Pyramid"
3.0,,50515200.0,73.0,,mvitv2,timm,mvitv2_base,,24.0,51.472744,0.0,mvitv2_base,50.2,0.9,100.0,1000,,0.0,769000.0,14208.0,1536.0,ImageNet-1K,0.0,121.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Multiscale Features in Vision Transformers With Pooling Attention,Class Token
3.0,,216583344.0,145.0,,mvitv2,timm,mvitv2_large,,48.0,217.992952,0.0,mvitv2_large,98.2,0.9,196.0,1000,,0.0,1153000.0,21312.0,2304.0,ImageNet-1K,0.0,241.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Multiscale Features in Vision Transformers With Pooling Attention,Class Token
3.0,,33972960.0,49.0,,mvitv2,timm,mvitv2_small,,16.0,34.870216,0.0,mvitv2_small,34.2,0.9,68.0,1000,,0.0,769000.0,14208.0,1536.0,ImageNet-1K,0.0,81.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Multiscale Features in Vision Transformers With Pooling Attention,Class Token
3.0,,23307168.0,31.0,,mvitv2,timm,mvitv2_tiny,,10.0,24.17332,0.0,mvitv2_tiny,22.2,0.9,44.0,1000,,0.0,769000.0,14208.0,1536.0,ImageNet-1K,0.0,51.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Multiscale Features in Vision Transformers With Pooling Attention,Class Token
78.0,,10054464.0,488.0,,nasnet,timm,nasnetalarge,,0.0,88.75315,0.0,nasnetalarge,150.5,0.911,1.0,1000,,0.0,4033000.0,2784.0,49230.0,ImageNet-1K,0.0,264.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection",Neural Architecture Search,"Max, Average"
4.0,,8945024.0,106.0,,regnet,timm,nf_regnet_b1,,0.0,10.223984,0.0,nf_regnet_b1,30.8,0.9,1.0,1000,,0.0,961000.0,1160.0,316800.0,ImageNet-1K,0.0,0.0,,,,,,,,,,,,,,,,,
4.0,,23498496.0,53.0,,resnet,timm,nf_resnet50,,0.0,25.557032,0.0,nf_resnet50,15.7,0.94,1.0,1000,,0.0,2049000.0,9536.0,23498496.0,ImageNet-1K,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
3.0,,29128256.0,81.0,,nfnet,timm,nfnet_l0,,0.0,35.074488,0.0,nfnet_l0,22.6,1.0,1.0,1000,,0.0,2305000.0,97680.0,3543552.0,ImageNet-1K,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Normalization-Free ResNet with High Performance,Average
0.0,,72340736.0,3.0,,pit,timm,pit_b_224,,17.0,73.76484,0.0,pit_b_224,25.6,0.9,55.0,1000,,0.0,1025000.0,150784.0,2048.0,ImageNet-1K,0.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
0.0,,72340736.0,3.0,,pit,timm,pit_b_distilled_224,,17.0,74.790096,0.0,pit_b_distilled_224,25.7,0.9,56.0,1000,,0.0,1025000.0,150784.0,2048.0,ImageNet-1K,0.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
0.0,,22667904.0,3.0,,pit,timm,pit_s_224,,16.0,23.461912,0.0,pit_s_224,23.8,0.9,51.0,1000,,0.0,577000.0,110736.0,1152.0,ImageNet-1K,0.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
0.0,,22667904.0,3.0,,pit,timm,pit_s_distilled_224,,16.0,24.039056,0.0,pit_s_distilled_224,23.9,0.9,52.0,1000,,0.0,577000.0,110736.0,1152.0,ImageNet-1K,0.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
0.0,,4493824.0,3.0,,pit,timm,pit_ti_224,,16.0,4.847272,0.0,pit_ti_224,23.8,0.9,51.0,1000,,0.0,257000.0,49216.0,512.0,ImageNet-1K,0.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
0.0,,4493824.0,3.0,,pit,timm,pit_ti_distilled_224,,16.0,5.104336,0.0,pit_ti_distilled_224,23.9,0.9,52.0,1000,,0.0,257000.0,49216.0,512.0,ImageNet-1K,0.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
0.0,,10089216.0,3.0,,pit,timm,pit_xs_224,,16.0,10.618888,0.0,pit_xs_224,23.8,0.9,51.0,1000,,0.0,385000.0,73824.0,768.0,ImageNet-1K,0.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
0.0,,10089216.0,3.0,,pit,timm,pit_xs_distilled_224,,16.0,11.003984,0.0,pit_xs_distilled_224,23.9,0.9,52.0,1000,,0.0,385000.0,73824.0,768.0,ImageNet-1K,0.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Learnable Pooling in Vision Transformer,Class Token
50.0,,16664832.0,373.0,,nasnet,timm,pnasnet5large,,0.0,86.057668,0.0,pnasnet5large,114.2,0.911,1.0,1000,,0.0,4321000.0,2784.0,69468.0,ImageNet-1K,0.0,201.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection",Neural Architecture Search,"Max, Average"
36.0,,55361280.0,76.0,,poolformer,timm,poolformer_m36,,0.0,56.17252,0.0,poolformer_m36,48.8,0.95,1.0,1000,,0.0,769000.0,14208.0,1536.0,ImageNet-1K,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Pooling Operations Instead of Attention,Average
48.0,,72653376.0,100.0,,poolformer,timm,poolformer_m48,,0.0,73.473448,0.0,poolformer_m48,64.4,0.95,1.0,1000,,0.0,769000.0,14208.0,1536.0,ImageNet-1K,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Pooling Operations Instead of Attention,Average
12.0,,11385024.0,28.0,,poolformer,timm,poolformer_s12,,0.0,11.915176,0.0,poolformer_s12,17.6,0.9,1.0,1000,,0.0,513000.0,9472.0,1024.0,ImageNet-1K,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Pooling Operations Instead of Attention,Average
24.0,,20852160.0,52.0,,poolformer,timm,poolformer_s24,,0.0,21.388968,0.0,poolformer_s24,33.2,0.9,1.0,1000,,0.0,513000.0,9472.0,1024.0,ImageNet-1K,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Pooling Operations Instead of Attention,Average
36.0,,30319296.0,76.0,,poolformer,timm,poolformer_s36,,0.0,30.86276,0.0,poolformer_s36,48.8,0.9,1.0,1000,,0.0,513000.0,9472.0,1024.0,ImageNet-1K,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Pooling Operations Instead of Attention,Average
0.0,,3404960.0,18.0,,pvt_v2,timm,pvt_v2_b0,,13.0,3.66676,0.0,pvt_v2_b0,17.5,0.9,41.0,1000,,0.0,257000.0,4800.0,3404960.0,ImageNet-1K,0.0,30.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average
0.0,,13486400.0,18.0,,pvt_v2,timm,pvt_v2_b1,,13.0,14.009,0.0,pvt_v2_b1,17.5,0.9,41.0,1000,,0.0,513000.0,9600.0,13486400.0,ImageNet-1K,0.0,30.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average
0.0,,24840256.0,33.0,,pvt_v2,timm,pvt_v2_b2,,21.0,25.362856,0.0,pvt_v2_b2,32.5,0.9,81.0,1000,,0.0,513000.0,9600.0,24840256.0,ImageNet-1K,0.0,53.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average
0.0,,22030912.0,36.0,,pvt_v2,timm,pvt_v2_b2_li,,21.0,22.553512,0.0,pvt_v2_b2_li,36.3,0.9,81.0,1000,,0.0,513000.0,9600.0,22030912.0,ImageNet-1K,0.0,56.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average
0.0,,44716096.0,57.0,,pvt_v2,timm,pvt_v2_b3,,33.0,45.238696,0.0,pvt_v2_b3,55.3,0.9,141.0,1000,,0.0,513000.0,9600.0,44716096.0,ImageNet-1K,0.0,89.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average
0.0,,62033472.0,83.0,,pvt_v2,timm,pvt_v2_b4,,46.0,62.556072,0.0,pvt_v2_b4,80.0,0.9,206.0,1000,,0.0,513000.0,9600.0,62033472.0,ImageNet-1K,0.0,128.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Optimized Pyramid Vision Transformer Structure,Average
0.0,,11263408.0,115.0,,regnet,timm,regnetv_040,,0.0,20.64064,0.0,regnetv_040,47.5,1.0,1.0,1000,,22.0,1089000.0,864.0,215336.0,ImageNet-1K,0.0,66.0,,,,,,,,,,,,,,,,,
4.0,,16764696.0,130.0,,regnet,timm,regnetv_064,,0.0,30.576052,0.0,regnetv_064,54.6,1.0,1.0,1000,,25.0,1297000.0,864.0,271052.0,ImageNet-1K,0.0,75.0,,,,,,,,,,,,,,,,,
0.0,,2057856.0,44.0,,regnetx,timm,regnetx_002,,0.0,2.684792,0.0,regnetx_002,29.3,0.875,1.0,1000,,13.0,369000.0,928.0,3840.0,ImageNet-1K,13.0,44.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
0.0,,4177920.0,71.0,,regnetx,timm,regnetx_004,,0.0,5.157512,0.0,regnetx_004,47.3,0.875,1.0,1000,,22.0,385000.0,928.0,7680.0,ImageNet-1K,22.0,71.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
0.0,,4675968.0,53.0,,regnetx,timm,regnetx_006,,0.0,6.19604,0.0,regnetx_006,35.3,0.875,1.0,1000,,16.0,529000.0,928.0,15744.0,ImageNet-1K,16.0,53.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
0.0,,4935168.0,53.0,,regnetx,timm,regnetx_008,,0.0,7.259656,0.0,regnetx_008,35.3,0.875,1.0,1000,,16.0,673000.0,928.0,17408.0,ImageNet-1K,16.0,53.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
0.0,,4181184.0,59.0,,regnetx,timm,regnetx_016,,0.0,9.190136,0.0,regnetx_016,39.3,0.875,1.0,1000,,18.0,913000.0,928.0,51264.0,ImageNet-1K,18.0,59.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
0.0,,8377344.0,80.0,,regnetx,timm,regnetx_032,,0.0,15.296552,0.0,regnetx_032,53.3,0.875,1.0,1000,,25.0,1009000.0,928.0,116736.0,ImageNet-1K,25.0,80.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
0.0,,11558400.0,74.0,,regnetx,timm,regnetx_040,,0.0,22.118248,0.0,regnetx_040,49.3,0.875,1.0,1000,,23.0,1361000.0,928.0,81920.0,ImageNet-1K,23.0,74.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
0.0,,16244480.0,56.0,,regnetx,timm,regnetx_064,,0.0,26.209256,0.0,regnetx_064,37.3,0.875,1.0,1000,,17.0,1625000.0,928.0,264768.0,ImageNet-1K,17.0,56.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
0.0,,27043200.0,74.0,,regnetx,timm,regnetx_080,,0.0,39.572648,0.0,regnetx_080,49.3,0.875,1.0,1000,,23.0,1921000.0,928.0,139520.0,ImageNet-1K,23.0,74.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
0.0,,27596800.0,62.0,,regnetx,timm,regnetx_120,,0.0,46.106056,0.0,regnetx_120,41.3,0.875,1.0,1000,,19.0,2241000.0,928.0,616448.0,ImageNet-1K,19.0,62.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
0.0,,34406400.0,71.0,,regnetx,timm,regnetx_160,,0.0,54.278536,0.0,regnetx_160,47.3,0.875,1.0,1000,,22.0,2049000.0,928.0,802816.0,ImageNet-1K,22.0,71.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
0.0,,73382400.0,74.0,,regnetx,timm,regnetx_320,,0.0,107.81156,0.0,regnetx_320,49.3,0.875,1.0,1000,,23.0,2521000.0,928.0,1376256.0,ImageNet-1K,23.0,74.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Systematic Network Design No Squeeze Excitation,Average
0.0,,2495262.0,70.0,,regnety,timm,regnety_002,,0.0,3.162996,0.0,regnety_002,35.8,0.875,1.0,1000,,13.0,369000.0,928.0,4256.0,ImageNet-1K,13.0,44.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
0.0,,3035722.0,85.0,,regnety,timm,regnety_004,,0.0,4.344144,0.0,regnety_004,43.3,0.875,1.0,1000,,16.0,441000.0,928.0,9656.0,ImageNet-1K,16.0,53.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
0.0,,3884424.0,80.0,,regnety,timm,regnety_006,,0.0,6.05516,0.0,regnety_006,40.8,0.875,1.0,1000,,15.0,609000.0,928.0,13112.0,ImageNet-1K,15.0,50.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
0.0,,2901776.0,75.0,,regnety,timm,regnety_008,,0.0,6.263168,0.0,regnety_008,38.3,0.875,1.0,1000,,14.0,769000.0,928.0,18504.0,ImageNet-1K,14.0,47.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
0.0,,5970414.0,140.0,,regnety,timm,regnety_016,,0.0,11.20243,0.0,regnety_016,70.8,0.875,1.0,1000,,27.0,889000.0,928.0,32756.0,ImageNet-1K,27.0,86.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
0.0,,12222774.0,110.0,,regnety,timm,regnety_032,,0.0,19.436338,0.0,regnety_032,55.8,1.0,1.0,1000,,21.0,1513000.0,928.0,55178.0,ImageNet-1K,21.0,68.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
0.0,,11263408.0,115.0,,regnety,timm,regnety_040,,0.0,20.646656,0.0,regnety_040,58.3,1.0,1.0,1000,,22.0,1089000.0,928.0,215336.0,ImageNet-1K,22.0,71.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
0.0,,16764696.0,130.0,,regnety,timm,regnety_064,,0.0,30.583252,0.0,regnety_064,65.8,1.0,1.0,1000,,25.0,1297000.0,928.0,271052.0,ImageNet-1K,25.0,80.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
0.0,,24396624.0,90.0,,regnety,timm,regnety_080,,0.0,39.180068,0.0,regnety_080,45.8,1.0,1.0,1000,,17.0,2017000.0,928.0,281954.0,ImageNet-1K,17.0,56.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
0.0,,31823792.0,100.0,,regnety,timm,regnety_120,,0.0,51.822544,0.0,regnety_120,50.8,0.875,1.0,1000,,19.0,2241000.0,928.0,645632.0,ImageNet-1K,19.0,62.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
0.0,,54520424.0,95.0,,regnety,timm,regnety_160,,0.0,83.59014,0.0,regnety_160,48.3,1.0,1.0,1000,,18.0,3025000.0,928.0,645632.0,ImageNet-1K,18.0,59.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
0.0,,92544162.0,105.0,,regnety,timm,regnety_320,,0.0,145.04677,0.0,regnety_320,53.3,0.875,1.0,1000,,20.0,3713000.0,928.0,1176306.0,ImageNet-1K,20.0,65.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Regnet With Squeeze Excitation,Average
0.0,,16740432.0,141.0,,regnetz,timm,regnetz_040,,0.0,27.1168,0.0,regnetz_040,71.3,1.0,1.0,1000,,28.0,529000.0,928.0,69524.0,ImageNet-1K,28.0,85.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
0.0,,16740432.0,142.0,,regnetz,timm,regnetz_040h,,0.0,28.93888,0.0,regnetz_040h,71.7,1.0,1.0,1000,,28.0,1537000.0,928.0,69524.0,ImageNet-1K,28.0,86.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
0.0,,7685456.0,112.0,,regnetz,timm,regnetz_b16,,0.0,9.71548,0.0,regnetz_b16,61.2,0.94,1.0,1000,,22.0,1537000.0,928.0,442368.0,ImageNet-1K,0.0,68.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
0.0,,11416672.0,112.0,,regnetz,timm,regnetz_c16,,0.0,13.45988,0.0,regnetz_c16,61.2,0.94,1.0,1000,,22.0,1537000.0,928.0,442368.0,ImageNet-1K,0.0,68.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
0.0,,11502880.0,112.0,,regnetz,timm,regnetz_c16_evos,,0.0,13.487816,0.0,regnetz_c16_evos,47.6,0.95,1.0,1000,,22.0,1537000.0,960.0,446976.0,ImageNet-1K,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
0.0,,20774656.0,124.0,,regnetz,timm,regnetz_d8,,0.0,23.373792,0.0,regnetz_d8,67.8,1.0,1.0,1000,,24.0,1793000.0,26232.0,688128.0,ImageNet-1K,0.0,76.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
0.0,,20901760.0,124.0,,regnetz,timm,regnetz_d8_evos,,0.0,23.464296,0.0,regnetz_d8_evos,52.6,0.95,1.0,1000,,24.0,1793000.0,76032.0,693504.0,ImageNet-1K,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
0.0,,24977152.0,124.0,,regnetz,timm,regnetz_d32,,0.0,27.576288,0.0,regnetz_d32,67.8,0.95,1.0,1000,,24.0,1793000.0,26232.0,688128.0,ImageNet-1K,0.0,76.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
0.0,,54406368.0,154.0,,regnetz,timm,regnetz_e8,,0.0,57.698176,0.0,regnetz_e8,83.9,1.0,1.0,1000,,30.0,2049000.0,26232.0,1048576.0,ImageNet-1K,0.0,94.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
0.0,,26757120.0,44.0,,vgg,timm,repvgg_a2,,0.0,28.2106,0.0,repvgg_a2,37.2,0.875,1.0,1000,,0.0,1409000.0,2176.0,26757120.0,ImageNet-1K,0.0,61.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max
