,cnn00_dense10_conv10_augment.npy,cnn00_dense10_conv11_augment.npy,cnn00_dense10_conv2_augment.npy,cnn00_dense10_conv3_augment.npy,cnn00_dense10_conv4_augment.npy,cnn00_dense10_conv5_augment.npy,cnn00_dense10_conv6_augment.npy,cnn00_dense10_conv7_augment.npy,cnn00_dense10_conv8_augment.npy,cnn00_dense10_conv9_augment.npy,cnn00_dense1_conv10_augment.npy,cnn00_dense1_conv11_augment.npy,cnn00_dense1_conv2_augment.npy,cnn00_dense1_conv3_augment.npy,cnn00_dense1_conv4_augment.npy,cnn00_dense1_conv5_augment.npy,cnn00_dense1_conv6_augment.npy,cnn00_dense1_conv7_augment.npy,cnn00_dense1_conv8_augment.npy,cnn00_dense1_conv9_augment.npy,cnn00_dense2_conv10_augment.npy,cnn00_dense2_conv11_augment.npy,cnn00_dense2_conv2_augment.npy,cnn00_dense2_conv3_augment.npy,cnn00_dense2_conv4_augment.npy,cnn00_dense2_conv5_augment.npy,cnn00_dense2_conv6_augment.npy,cnn00_dense2_conv7_augment.npy,cnn00_dense2_conv8_augment.npy,cnn00_dense2_conv9_augment.npy,cnn00_dense3_conv10_augment.npy,cnn00_dense3_conv11_augment.npy,cnn00_dense3_conv2_augment.npy,cnn00_dense3_conv3_augment.npy,cnn00_dense3_conv4_augment.npy,cnn00_dense3_conv5_augment.npy,cnn00_dense3_conv6_augment.npy,cnn00_dense3_conv7_augment.npy,cnn00_dense3_conv8_augment.npy,cnn00_dense3_conv9_augment.npy,cnn00_dense4_conv10_augment.npy,cnn00_dense4_conv11_augment.npy,cnn00_dense4_conv2_augment.npy,cnn00_dense4_conv3_augment.npy,cnn00_dense4_conv4_augment.npy,cnn00_dense4_conv5_augment.npy,cnn00_dense4_conv6_augment.npy,cnn00_dense4_conv7_augment.npy,cnn00_dense4_conv8_augment.npy,cnn00_dense4_conv9_augment.npy,cnn00_dense5_conv10_augment.npy,cnn00_dense5_conv11_augment.npy,cnn00_dense5_conv2_augment.npy,cnn00_dense5_conv3_augment.npy,cnn00_dense5_conv4_augment.npy,cnn00_dense5_conv5_augment.npy,cnn00_dense5_conv6_augment.npy,cnn00_dense5_conv7_augment.npy,cnn00_dense5_conv8_augment.npy,cnn00_dense5_conv9_augment.npy,cnn00_dense6_conv10_augment.npy,cnn00_dense6_conv11_augment.npy,cnn00_dense6_conv2_augment.npy,cnn00_dense6_conv3_augment.npy,cnn00_dense6_conv4_augment.npy,cnn00_dense6_conv5_augment.npy,cnn00_dense6_conv6_augment.npy,cnn00_dense6_conv7_augment.npy,cnn00_dense6_conv8_augment.npy,cnn00_dense6_conv9_augment.npy,cnn00_dense7_conv10_augment.npy,cnn00_dense7_conv11_augment.npy,cnn00_dense7_conv2_augment.npy,cnn00_dense7_conv3_augment.npy,cnn00_dense7_conv4_augment.npy,cnn00_dense7_conv5_augment.npy,cnn00_dense7_conv6_augment.npy,cnn00_dense7_conv7_augment.npy,cnn00_dense7_conv8_augment.npy,cnn00_dense7_conv9_augment.npy,cnn00_dense8_conv10_augment.npy,cnn00_dense8_conv11_augment.npy,cnn00_dense8_conv2_augment.npy,cnn00_dense8_conv3_augment.npy,cnn00_dense8_conv4_augment.npy,cnn00_dense8_conv5_augment.npy,cnn00_dense8_conv6_augment.npy,cnn00_dense8_conv7_augment.npy,cnn00_dense8_conv8_augment.npy,cnn00_dense8_conv9_augment.npy,cnn00_dense9_conv10_augment.npy,cnn00_dense9_conv11_augment.npy,cnn00_dense9_conv2_augment.npy,cnn00_dense9_conv3_augment.npy,cnn00_dense9_conv4_augment.npy,cnn00_dense9_conv5_augment.npy,cnn00_dense9_conv6_augment.npy,cnn00_dense9_conv7_augment.npy,cnn00_dense9_conv8_augment.npy,cnn00_dense9_conv9_augment.npy
cnn00_dense2_conv2_augment.npy,0.08208193,0.08732481,0.10446673,0.104130395,0.09877061,0.10064546,0.10325123,0.22080041,0.09344682,0.52070904,0.08964751,0.0890692,0.9071757,0.88219583,0.84566534,0.8323728,0.8101128,0.3766099,0.09259021,0.09238643,0.48617038,0.08967207,1.0,0.88472265,0.8311635,0.3927009,0.5299855,0.768544,0.72589207,0.49222973,0.07619802,0.43346134,0.8917291,0.8643436,0.77640444,0.36106718,0.4996391,0.09802242,0.23344336,0.24600284,0.4620099,0.086279586,0.8966245,0.82704467,0.607717,0.63428044,0.0935169,0.09392119,0.26450196,0.09098448,0.54454315,0.52883106,0.87258685,0.80376273,0.09578529,0.10136664,0.09567005,0.09885471,0.55755335,0.60188055,0.08886423,0.08804213,0.1044067,0.095779434,0.09415224,0.21808654,0.09322737,0.09207794,0.092603415,0.59978884,0.08944133,0.08951675,0.10756663,0.08880166,0.09916875,0.09822734,0.09435298,0.0951578,0.09138271,0.09451796,0.42358536,0.08905893,0.10274703,0.10327857,0.21736051,0.21121228,0.09727491,0.19470601,0.092906214,0.21540499,0.08712554,0.08651671,0.10234101,0.10156551,0.0965323,0.09565025,0.092433885,0.09131447,0.091342315,0.08848625
cnn00_dense2_conv3_augment.npy,0.08471531,0.07421567,0.08940725,0.090081446,0.08882411,0.087444596,0.0885209,0.2290465,0.08006846,0.58810264,0.07588487,0.075194955,0.88039887,0.90523905,0.89862835,0.88361466,0.8635208,0.44528764,0.07933495,0.077827394,0.55681276,0.075486496,0.88472265,1.0,0.8815968,0.3960834,0.5989463,0.82323194,0.77898663,0.5676364,0.06286617,0.5053058,0.87515074,0.90942067,0.83226085,0.4182946,0.5705042,0.08351199,0.2568497,0.26081708,0.53236794,0.07312295,0.88729244,0.8654792,0.6552947,0.70847064,0.07967234,0.079787225,0.27489805,0.0761122,0.6197129,0.5999722,0.8750535,0.838853,0.08276037,0.08777277,0.08159799,0.083762005,0.62665623,0.6769666,0.07457831,0.07411904,0.08976529,0.09888735,0.09189963,0.21223317,0.07918643,0.07880736,0.07813125,0.6716168,0.07540844,0.07415086,0.092842996,0.09080635,0.08583562,0.084007606,0.079783484,0.08208844,0.07790364,0.07964794,0.4475533,0.07490971,0.08721839,0.08854017,0.21951744,0.2041372,0.08299939,0.21156415,0.079163976,0.23910359,0.073440105,0.07383517,0.08824987,0.08751425,0.08326566,0.08171274,0.07862386,0.077999495,0.07728417,0.07427706
cnn00_dense2_conv4_augment.npy,0.085831545,0.07850145,0.0917505,0.094055615,0.08529177,0.090767056,0.09050287,0.20440456,0.08420419,0.59132123,0.08033205,0.07981071,0.8154703,0.85516596,0.9055172,0.8890997,0.8946294,0.39269203,0.08354774,0.082354866,0.53250504,0.079665326,0.8311635,0.8815968,1.0,0.41645893,0.5769603,0.87396646,0.8524864,0.54808486,0.07054697,0.4764001,0.8575807,0.9054501,0.88861275,0.37440923,0.5521309,0.08695767,0.24833034,0.24259837,0.50801754,0.07864586,0.8671436,0.8844666,0.67661697,0.71195793,0.0836304,0.08302939,0.26258767,0.07927612,0.6184173,0.59705925,0.8714692,0.8704868,0.08679222,0.090211004,0.08469843,0.087603666,0.62112695,0.6940202,0.078570746,0.07886442,0.09289113,0.09603719,0.08320638,0.19833192,0.08204458,0.081765614,0.08112657,0.6831773,0.07933882,0.078041576,0.095214866,0.091828406,0.08975413,0.08766463,0.0838086,0.08648628,0.08188978,0.08223754,0.42114323,0.0789291,0.09038387,0.091974914,0.21411717,0.18745758,0.08628413,0.1951477,0.08299288,0.2264949,0.078764625,0.079539664,0.09058604,0.09120875,0.08717714,0.08583274,0.08269269,0.08210212,0.080721565,0.078572944
cnn00_dense2_conv5_augment.npy,0.09017227,0.113938265,0.12634026,0.12700398,0.38982803,0.12232776,0.12553613,0.39113966,0.11785562,0.33190376,0.11466872,0.11533646,0.38490763,0.4026703,0.39810777,0.37942252,0.42221567,0.27025855,0.11591494,0.117289685,0.19117993,0.115385935,0.3927009,0.3960834,0.41645893,1.0,0.24567981,0.41085175,0.43059334,0.21088001,0.12405737,0.17239791,0.38728115,0.44529572,0.4735397,0.262239,0.2419111,0.12086913,0.4203513,0.39216873,0.18372887,0.113438204,0.38821152,0.42385107,0.4716027,0.32355785,0.11900143,0.12037804,0.43389714,0.11728747,0.2868275,0.25373557,0.424708,0.4464752,0.121406265,0.12418055,0.12080205,0.12354809,0.23544209,0.31189176,0.114457466,0.112728655,0.1260449,0.32583708,0.38304225,0.4101627,0.119116865,0.117117025,0.119563706,0.31421804,0.11550608,0.11573894,0.12799273,0.3498395,0.12217214,0.12214616,0.12052051,0.118757,0.11670211,0.1195874,0.15904306,0.11452322,0.12552665,0.12459935,0.5578813,0.45882428,0.12164943,0.38516316,0.117374845,0.35646942,0.112526886,0.11156408,0.12631102,0.12486613,0.12148609,0.12077237,0.118281715,0.11756286,0.11808476,0.1159086
cnn00_dense2_conv6_augment.npy,0.16716905,0.15562125,0.17287019,0.1670948,0.007621969,0.16951217,0.16082443,0.18145265,0.16119328,0.715888,0.15739274,0.1590058,0.5676442,0.5800516,0.60794324,0.62048906,0.59175473,0.7108622,0.16693407,0.1596411,0.91668373,0.15131477,0.5299855,0.5989463,0.5769603,0.24567981,1.0,0.5638216,0.48631522,0.93121773,0.1358917,0.88719267,0.47274745,0.5809853,0.5245523,0.67114186,0.9434159,0.16759337,0.24809425,0.2082054,0.9234654,0.15343268,0.5222449,0.5114787,0.6361183,0.9059798,0.1600947,0.15714571,0.23433441,0.14810783,0.8978212,0.8975566,0.5325938,0.43438604,0.16225705,0.16886269,0.16168487,0.18296695,0.9022098,0.88522094,0.15201284,0.15544185,0.17007259,0.0362226,0.044240095,0.20410258,0.15941781,0.15630938,0.15181601,0.89195293,0.1531039,0.14430782,0.17906992,0.05127211,0.16614439,0.16374311,0.15372455,0.16505131,0.15730491,0.15150207,0.44309166,0.15096869,0.16954316,0.16843311,0.13160361,0.14346975,0.1622777,0.18678075,0.15676343,0.26334208,0.15446497,0.1618791,0.17283171,0.1669591,0.1673873,0.1619165,0.15895285,0.1593802,0.15501754,0.15108785
cnn00_dense2_conv7_augment.npy,0.047940347,0.03758222,0.04850973,0.049121536,0.098395646,0.04732106,0.046063438,0.18187706,0.042060472,0.56322664,0.038456567,0.03871965,0.7520602,0.7985704,0.85268664,0.8613456,0.8719637,0.39259484,0.041340183,0.040640116,0.5399885,0.038593564,0.768544,0.82323194,0.87396646,0.41085175,0.5638216,1.0,0.87512153,0.5492718,0.036945004,0.48799816,0.7953906,0.85244244,0.86468613,0.36644349,0.55112225,0.044954326,0.24152808,0.2293534,0.5066723,0.03828998,0.8215897,0.8362204,0.7109489,0.7070164,0.041185696,0.04117979,0.27636173,0.038100358,0.62764406,0.6146605,0.81415457,0.8380391,0.044592842,0.04713082,0.04190922,0.045833353,0.6312561,0.6997983,0.037858035,0.038239397,0.04899721,0.09842148,0.0924653,0.20090489,0.040484656,0.03999535,0.03946983,0.6879156,0.03793944,0.037399307,0.051071223,0.10300676,0.04603467,0.04449712,0.0414485,0.04422755,0.040129095,0.040714074,0.4317612,0.037746157,0.04683426,0.047814347,0.24101302,0.17227414,0.043466926,0.1989921,0.040705405,0.21616238,0.03726273,0.038555104,0.048091102,0.047919426,0.04548317,0.043380607,0.04014411,0.040543683,0.039827272,0.037509818
cnn00_dense2_conv8_augment.npy,0.030266402,0.021278337,0.030627778,0.032325722,0.093475044,0.030687088,0.03086855,0.16677329,0.026205434,0.52633834,0.022740986,0.022662917,0.69865036,0.7444452,0.8118685,0.80616534,0.8367347,0.33422193,0.025152424,0.025052525,0.47279847,0.02268328,0.72589207,0.77898663,0.8524864,0.43059334,0.48631522,0.87512153,1.0,0.47758925,0.022347813,0.41567296,0.7732695,0.82876855,0.8613212,0.31533048,0.4797338,0.028103018,0.24076726,0.21706355,0.4404969,0.022727493,0.78531003,0.8382881,0.6818348,0.64878684,0.025481928,0.025195874,0.2631285,0.022541668,0.5898814,0.568268,0.79660475,0.8521201,0.028274244,0.030596351,0.026193224,0.029083712,0.5835852,0.6584058,0.022266353,0.022120032,0.032228503,0.08773941,0.08168485,0.18462175,0.024657445,0.0246416,0.023707978,0.65013,0.022586323,0.021735521,0.03389296,0.09288863,0.029549522,0.028763745,0.025949728,0.027551532,0.024805192,0.025006065,0.3810272,0.021710062,0.029623082,0.031015797,0.24341418,0.15533212,0.027787821,0.18923637,0.024919398,0.20325425,0.0219466,0.022854036,0.030687263,0.031405505,0.028994251,0.027388478,0.02475285,0.024924701,0.02468471,0.022070248
cnn00_dense2_conv9_augment.npy,0.13635004,0.13040128,0.14320351,0.14000054,-0.01048172,0.14151336,0.13440236,0.14353976,0.134252,0.68090504,0.13158682,0.13346447,0.5307329,0.547508,0.5837122,0.5955787,0.5617501,0.65204996,0.13945267,0.13329746,0.9335476,0.12649518,0.49222973,0.5676364,0.54808486,0.21088001,0.93121773,0.5492718,0.47758925,1.0,0.11230642,0.9151272,0.44181713,0.54877913,0.4895634,0.5942559,0.9212304,0.13968927,0.22165576,0.17107171,0.93379164,0.12846746,0.49373066,0.48501384,0.57420135,0.8797141,0.13409157,0.13084124,0.20851186,0.12403679,0.91242486,0.9163354,0.50168663,0.40859768,0.13571537,0.14068417,0.13506204,0.15282516,0.9119439,0.891047,0.12738803,0.13010423,0.14209685,0.010429002,0.018299153,0.16104811,0.1330004,0.13031456,0.12612209,0.8997068,0.12781072,0.12053531,0.14905518,0.025919206,0.13887902,0.13646507,0.12783243,0.13790357,0.13090199,0.12646118,0.4106872,0.12600853,0.14075956,0.14166795,0.0996105,0.10539583,0.13505408,0.16245599,0.13073745,0.2366612,0.12933029,0.135556,0.14338988,0.1407977,0.13969883,0.13529047,0.1330934,0.13293356,0.12901491,0.12650993
cnn00_dense3_conv10_augment.npy,0.8653337,0.9467847,0.94336945,0.93322253,0.12485434,0.9454606,0.9279578,0.25129858,0.9469932,0.13824077,0.9497974,0.94754285,0.087591514,0.050823014,0.04413025,0.035067927,0.05922977,0.116935626,0.9534141,0.9542597,0.08726082,0.93828285,0.07619802,0.06286617,0.07054697,0.12405737,0.1358917,0.036945004,0.022347813,0.11230642,1.0,0.09593306,0.048698217,0.07597495,0.06592137,0.18192933,0.12812707,0.94582325,0.1096745,0.1987373,0.11305066,0.94659424,0.03508169,0.046445068,0.06781131,0.12591876,0.9495323,0.9394021,0.12084814,0.9290583,0.087651186,0.08722426,0.06371976,0.029684002,0.94434065,0.94268215,0.94344646,0.9559674,0.09750232,0.09946927,0.9420904,0.94320315,0.94242275,0.16099042,0.13130012,0.1968286,0.94692135,0.94384134,0.9338493,0.10676242,0.94551635,0.9373988,0.9408477,0.16025129,0.9438899,0.9424484,0.9406093,0.94770294,0.94322205,0.9315696,0.05783414,0.9422522,0.9417564,0.93574715,0.13936274,0.27147982,0.9415903,0.10344141,0.9376014,0.15426737,0.9476443,0.95270294,0.9504575,0.9388813,0.94510907,0.95300007,0.94913495,0.9503809,0.94503844,0.94431907
cnn00_dense3_conv11_augment.npy,0.115828484,0.109724656,0.12097101,0.116902344,-0.019864092,0.11902497,0.11166328,0.13288262,0.11320855,0.63934964,0.11015504,0.112023555,0.4723661,0.48687756,0.515766,0.5260483,0.49119592,0.6010754,0.11793682,0.11155972,0.91716105,0.10539236,0.43346134,0.5053058,0.4764001,0.17239791,0.88719267,0.48799816,0.41567296,0.9151272,0.09593306,1.0,0.3779169,0.47980538,0.41721842,0.5498778,0.87509096,0.11767027,0.20487739,0.1588612,0.9118273,0.10756675,0.4345274,0.4185665,0.5103832,0.82193244,0.112906046,0.109464005,0.19141114,0.102425046,0.8788464,0.8871272,0.43761978,0.34267738,0.11311955,0.1176742,0.113468006,0.13048713,0.87765175,0.8457982,0.106070176,0.108506665,0.11961532,0.0049510095,0.009721953,0.14641686,0.11149463,0.10899529,0.105034485,0.854732,0.106629625,0.09971993,0.12582302,0.021145798,0.1161752,0.11394034,0.10607337,0.11645869,0.10993847,0.10486115,0.37302378,0.10478834,0.11823639,0.11903042,0.071183816,0.096706964,0.11305355,0.1522481,0.10971258,0.22344291,0.108005404,0.113828115,0.12081859,0.11791681,0.11694804,0.11354225,0.111682005,0.11152063,0.107842855,0.10536344
cnn00_dense3_conv2_augment.npy,0.056218944,0.05337538,0.06825665,0.06859518,0.09497073,0.06477941,0.06689569,0.21306206,0.059151355,0.5012884,0.05539811,0.05492618,0.8642778,0.86003566,0.85631096,0.8403708,0.82328165,0.32439658,0.058184855,0.057700586,0.43204358,0.054783996,0.8917291,0.87515074,0.8575807,0.38728115,0.47274745,0.7953906,0.7732695,0.44181713,0.048698217,0.3779169,1.0,0.88189983,0.812537,0.31490183,0.44457555,0.062487565,0.23941427,0.24793199,0.4071452,0.05274824,0.90156835,0.85628796,0.6013738,0.6033057,0.058678117,0.058710247,0.2587387,0.05537615,0.5032851,0.49229664,0.8867376,0.84559953,0.060974073,0.06514534,0.06033789,0.06202842,0.52345943,0.57284904,0.05422607,0.053784244,0.068983085,0.1036051,0.095820405,0.20133741,0.058661934,0.057695635,0.057584118,0.5661322,0.05513388,0.054532196,0.0712724,0.09418975,0.063672684,0.062560536,0.05953594,0.06045945,0.057206616,0.058865737,0.40893766,0.054665748,0.06725442,0.0667241,0.2098625,0.19901538,0.062493008,0.19254814,0.05833356,0.21324505,0.05357072,0.05330975,0.06697138,0.06543902,0.06134294,0.060965937,0.057619505,0.05732075,0.05704517,0.05425517
cnn00_dense3_conv3_augment.npy,0.09262385,0.08668488,0.102458864,0.10455995,0.08918965,0.10005147,0.10102379,0.21110365,0.0925149,0.5982143,0.08801465,0.08782651,0.8528193,0.89184254,0.90548366,0.884768,0.8815083,0.4236173,0.09122155,0.090894945,0.53350925,0.08773394,0.8643436,0.90942067,0.9054501,0.44529572,0.5809853,0.85244244,0.82876855,0.54877913,0.07597495,0.47980538,0.88189983,1.0,0.87679,0.4026355,0.5539961,0.09572684,0.26369858,0.25075248,0.5102113,0.08675664,0.89234865,0.9022375,0.689547,0.71148294,0.092460796,0.09183797,0.27802512,0.08865943,0.6246674,0.5955637,0.8961236,0.8855649,0.096716315,0.10014037,0.09403627,0.09650813,0.6197182,0.6831161,0.087120675,0.0872655,0.10373914,0.08533497,0.08980959,0.20478657,0.091359675,0.09043172,0.09012369,0.6820191,0.08771305,0.08685238,0.106281035,0.090134084,0.09901407,0.09703744,0.09318598,0.09472635,0.09001912,0.09181154,0.43377683,0.08719793,0.10040692,0.10192472,0.23878428,0.19017845,0.09558514,0.20911036,0.091340035,0.23768455,0.08674265,0.08718826,0.10083899,0.10143503,0.09638257,0.094799675,0.0914441,0.09050955,0.089514285,0.0871084
cnn00_dense3_conv4_augment.npy,0.082809195,0.07381546,0.08482306,0.087309256,0.10684865,0.085333124,0.08425261,0.19952787,0.07894604,0.5739676,0.07486904,0.07530012,0.7630678,0.8029847,0.86002874,0.83137864,0.8604013,0.38494137,0.07788633,0.07682964,0.46929738,0.0750077,0.77640444,0.83226085,0.88861275,0.4735397,0.5245523,0.86468613,0.8613212,0.4895634,0.06592137,0.41721842,0.812537,0.87679,1.0,0.3738432,0.51028895,0.0815455,0.27136546,0.24342506,0.4442463,0.07477498,0.8195058,0.8648248,0.7412191,0.6799152,0.07826281,0.07795042,0.2985033,0.07465455,0.5828157,0.55219674,0.8486076,0.87811786,0.08200557,0.085727096,0.079661064,0.08248224,0.56795377,0.6543998,0.073607504,0.07443183,0.08653407,0.10414556,0.10747785,0.22625564,0.07728893,0.07671329,0.075624235,0.6449666,0.07417478,0.07333936,0.088647045,0.1098581,0.0840155,0.08288061,0.07901885,0.08093709,0.07708754,0.07733076,0.37633866,0.07362743,0.08385711,0.0846683,0.27192098,0.19290046,0.08172467,0.21772528,0.077662565,0.23872015,0.073859714,0.07537714,0.08533245,0.08575389,0.08282481,0.08082666,0.077776104,0.07741498,0.07632022,0.07375891
cnn00_dense3_conv5_augment.npy,0.27911413,0.2134593,0.23526251,0.22574408,0.08474939,0.23116784,0.22198571,0.1963273,0.22326185,0.57989085,0.21438272,0.21436806,0.40709022,0.39063233,0.39705005,0.39040235,0.38263685,0.8106207,0.2279935,0.21486591,0.5769123,0.2079394,0.36106718,0.4182946,0.37440923,0.262239,0.67114186,0.36644349,0.31533048,0.5942559,0.18192933,0.5498778,0.31490183,0.4026355,0.3738432,1.0,0.66793966,0.22833058,0.24431919,0.21474814,0.5896106,0.21005553,0.34014016,0.3377805,0.55935794,0.63189304,0.22092536,0.21673137,0.2376622,0.20372403,0.57374746,0.5676056,0.36407313,0.29483038,0.22325204,0.23323688,0.22284968,0.24655801,0.58588153,0.58004373,0.20566174,0.21119939,0.22983575,0.11420277,0.11828534,0.24246061,0.22021434,0.21670745,0.2102292,0.5713404,0.20959726,0.19916932,0.23941927,0.13918166,0.22430888,0.22597037,0.21305722,0.22572084,0.2188678,0.20814522,0.5158593,0.20606883,0.22936752,0.22605145,0.23869103,0.17969303,0.22301859,0.20993787,0.21692991,0.25373554,0.20724532,0.2194227,0.23595865,0.2279035,0.23116481,0.22256982,0.21950671,0.2216379,0.21582046,0.20581385
cnn00_dense3_conv6_augment.npy,0.16199854,0.15027127,0.16578303,0.16085735,0.013768196,0.16336751,0.15569161,0.16210648,0.15527353,0.6656907,0.1511079,0.15295066,0.54452306,0.55056643,0.5812538,0.5924519,0.5661497,0.7192359,0.16038929,0.1530355,0.91158134,0.14610323,0.4996391,0.5705042,0.5521309,0.2419111,0.9434159,0.55112225,0.4797338,0.9212304,0.12812707,0.87509096,0.44457555,0.5539961,0.51028895,0.66793966,1.0,0.16142973,0.225636,0.18455029,0.9153926,0.14796291,0.49756643,0.48665163,0.6518278,0.90556544,0.15426585,0.15197591,0.22113101,0.14332695,0.89074373,0.89540887,0.50607467,0.41441953,0.15663451,0.1629604,0.1556474,0.17499521,0.89831114,0.88201314,0.14643195,0.14950055,0.16360119,0.0316121,0.043557975,0.19302268,0.15373896,0.15078478,0.14663418,0.87713104,0.14725238,0.13916737,0.17160113,0.05423194,0.16035889,0.15783913,0.14800797,0.15902269,0.15171178,0.14613904,0.44400963,0.14513546,0.16264904,0.16272727,0.14177167,0.1335677,0.15606081,0.17203481,0.15143712,0.23755401,0.14807478,0.15513676,0.16537707,0.16150026,0.16153625,0.15571639,0.15305012,0.15373221,0.14960845,0.14536083
cnn00_dense3_conv7_augment.npy,0.8723386,0.99389017,0.9905466,0.9904232,0.07233515,0.9931991,0.9895865,0.19870019,0.9972235,0.16839963,0.99602586,0.99587864,0.11364308,0.067521125,0.0599404,0.04819937,0.07727892,0.16104138,0.9973237,0.9960205,0.11032232,0.993266,0.09802242,0.08351199,0.08695767,0.12086913,0.16759337,0.044954326,0.028103018,0.13968927,0.94582325,0.11767027,0.062487565,0.09572684,0.0815455,0.22833058,0.16142973,1.0,0.07923015,0.14810203,0.14144672,0.9943495,0.04995194,0.060308043,0.089299776,0.16023754,0.99540764,0.9967626,0.08178337,0.99177295,0.10991895,0.10618037,0.08735463,0.040092822,0.993886,0.9948083,0.99541634,0.99018437,0.120588385,0.12154999,0.99336,0.99383163,0.99088734,0.089873545,0.082020484,0.15536694,0.99579895,0.9963123,0.9946106,0.13642913,0.99573046,0.99119914,0.98953193,0.101552606,0.993977,0.99440515,0.9938905,0.9976145,0.997225,0.99262273,0.0865312,0.9934721,0.99013084,0.9919065,0.095852084,0.21772161,0.9946347,0.06859117,0.9962019,0.11345717,0.9940415,0.9941216,0.9919039,0.99254763,0.99501157,0.9954848,0.9957561,0.99747103,0.99719596,0.99548984
cnn00_dense3_conv8_augment.npy,0.060425207,0.07307306,0.08304782,0.07935985,0.62920314,0.0814968,0.07578865,0.4919989,0.0765503,0.391238,0.07524672,0.074563794,0.24370793,0.2465155,0.26622373,0.25218827,0.25198844,0.22412287,0.079601794,0.076297484,0.19875781,0.071360715,0.23344336,0.2568497,0.24833034,0.4203513,0.24809425,0.24152808,0.24076726,0.22165576,0.1096745,0.20487739,0.23941427,0.26369858,0.27136546,0.24431919,0.225636,0.07923015,1.0,0.5146366,0.20042862,0.07247443,0.2312497,0.24082373,0.2870367,0.24577978,0.07733581,0.07467307,0.7393293,0.06882761,0.22078514,0.22205618,0.25903568,0.24135597,0.075255595,0.081462145,0.077943146,0.089603566,0.22312121,0.23557815,0.07052982,0.07099898,0.08069091,0.5991048,0.68294716,0.7498426,0.076600835,0.07471146,0.07365328,0.2448893,0.07312627,0.07016518,0.086705625,0.62143314,0.07810801,0.07884318,0.07499228,0.07781361,0.07531809,0.07235147,0.11241034,0.07154621,0.081333965,0.07883696,0.53768086,0.47094825,0.07803615,0.7928244,0.07307009,0.7695106,0.0726951,0.07507088,0.08557029,0.08006827,0.07804125,0.07980722,0.07648113,0.0766325,0.073920175,0.07110213
cnn00_dense3_conv9_augment.npy,0.14610763,0.14325243,0.15333366,0.1485589,0.40402636,0.14923224,0.14601791,0.78603643,0.14752555,0.30616587,0.14575268,0.14381124,0.24897054,0.24273826,0.24007776,0.23443055,0.23148058,0.20430028,0.14927351,0.14686741,0.16756506,0.14233875,0.24600284,0.26081708,0.24259837,0.39216873,0.2082054,0.2293534,0.21706355,0.17107171,0.1987373,0.1588612,0.24793199,0.25075248,0.24342506,0.21474814,0.18455029,0.14810203,0.5146366,1.0,0.16353294,0.14124201,0.2266564,0.23231855,0.2388797,0.21031359,0.14588308,0.14385651,0.5138425,0.13658209,0.17975035,0.18441445,0.23299769,0.22443461,0.1449345,0.14950006,0.14586033,0.1494524,0.1889972,0.1928146,0.14103757,0.1399985,0.15025893,0.4776298,0.44878837,0.53675413,0.14726461,0.1468579,0.14402106,0.19211788,0.14330882,0.14339784,0.15571196,0.4747481,0.14725213,0.14707129,0.14549148,0.14708802,0.14514077,0.14084935,0.10590551,0.14261343,0.15162642,0.14823931,0.41009083,0.7438458,0.14673662,0.44887978,0.14388105,0.4936967,0.14261867,0.14342178,0.15435688,0.146138,0.14657213,0.14963017,0.14548194,0.14619714,0.14521821,0.1412847
cnn00_dense4_conv10_augment.npy,0.13620527,0.13212082,0.14511076,0.14152943,-0.02072439,0.1429289,0.13527627,0.14516589,0.13596179,0.6510565,0.1329255,0.13474518,0.5002259,0.5126518,0.53888404,0.5508001,0.5203895,0.6399613,0.14150766,0.13451315,0.93401784,0.12776092,0.4620099,0.53236794,0.50801754,0.18372887,0.9234654,0.5066723,0.4404969,0.93379164,0.11305066,0.9118273,0.4071452,0.5102113,0.4442463,0.5896106,0.9153926,0.14144672,0.20042862,0.16353294,1.0,0.12997347,0.46252427,0.4465025,0.5487242,0.8617013,0.1354959,0.13300735,0.1860583,0.12518512,0.9019955,0.9125082,0.46344474,0.36490184,0.13737509,0.14182289,0.1362924,0.15475796,0.90839076,0.8754966,0.12871523,0.13166063,0.14363536,0.005308361,0.010567776,0.1524383,0.13425848,0.13178658,0.12808333,0.8851287,0.12912159,0.12128707,0.15076621,0.021878915,0.14042509,0.1378097,0.12894507,0.13970698,0.13241962,0.12734355,0.41192567,0.12762547,0.14221357,0.14299105,0.08319542,0.10058551,0.13620472,0.14451282,0.13234527,0.21955898,0.13071242,0.13726339,0.14495778,0.14189959,0.1410838,0.13645428,0.1342289,0.13452046,0.1305415,0.12762122
