Last Layer Parameters,Layers,Attention Layers,Crop Percentage,Bottlenecks,Residual Blocks,Origin,First Layer Parameters,Family,Training Dataset,Pooling Layers,Normalization Layers,Output Features,Conv Layers,Recurrent Layers,Lowest Internal Layer Parameters,MAX RF,Architecture,Highest Internal Layer Parameters,Max RF,RF25 Layer Number,Model,Parameters,RF25 Layer Name,Dense Layers,Has Convolutional Layers,Has Residual Blocks,Has Dense Layers,Has Bottlenecks,Has Recurrent Layers,Has Skip Connections,Has Attention Layers,Tokenized,Transformer,Has ReLU,Has GeLU,Other,Year Made,Learning Type,Primary Application,Key Distinguishing Feature,Pooling Type
513000.0,50.8,18.0,0.875,0.0,0.0,timm,45632.0,gcvit,ImageNet-1K,5.0,45.0,1000,49.0,0.0,19422662.0,,gcvit_xtiny,19422662.0,,,gcvit_xtiny,19.981294,,73.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2022.0,Supervised,Image Classification,Global Context in Self-Attention,"Average, Class Token"
513000.0,39.4,12.0,0.875,0.0,0.0,timm,45632.0,gcvit,ImageNet-1K,5.0,33.0,1000,49.0,0.0,11436796.0,,gcvit_xxtiny,11436796.0,,,gcvit_xxtiny,11.995428,,49.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2022.0,Supervised,Image Classification,Global Context in Self-Attention,"Average, Class Token"
2561000.0,41.7,0.0,0.875,15.0,3.0,timm,928.0,gernet,ImageNet-1K,0.0,57.0,1000,57.0,0.0,1638400.0,,gernet_l,26775424.0,,,gernet_l,31.07828,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Efficiency on GPU,Average
2561000.0,32.9,0.0,0.875,11.0,3.0,timm,928.0,gernet,ImageNet-1K,0.0,45.0,1000,45.0,0.0,1638400.0,,gernet_m,16875904.0,,,gernet_m,21.14292,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Efficiency on GPU,Average
1921000.0,32.7,0.0,0.875,10.0,4.0,timm,377.0,gernet,ImageNet-1K,0.0,45.0,1000,45.0,0.0,491520.0,,gernet_s,5726336.0,,,gernet_s,8.173761,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Efficiency on GPU,Average
1281000.0,41.1,0.0,0.875,16.0,0.0,timm,432.0,ghostnet,ImageNet-1K,0.0,80.0,1000,95.0,0.0,32.0,,ghostnet_100,2669044.0,,,ghostnet_100,5.182508,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Image Classification,Ghost Modules for Efficiency,Average
2049000.0,30.0,0.0,0.875,0.0,0.0,timm,928.0,inception_v3,ImageNet-1K,2.0,94.0,1000,94.0,0.0,5280.0,,gluon_inception_v3,6076800.0,,,gluon_inception_v3,23.834568,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,Image Classification,"Label Smoothing, Factorized Convolutions","Max, Average"
513000.0,9.4,0.0,0.875,0.0,8.0,timm,9408.0,resnet,ImageNet-1K,1.0,20.0,1000,20.0,0.0,128.0,,gluon_resnet18_v1b,8393728.0,,,gluon_resnet18_v1b,11.689512,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
513000.0,16.6,0.0,0.875,0.0,16.0,timm,9408.0,resnet,ImageNet-1K,1.0,36.0,1000,36.0,0.0,128.0,,gluon_resnet34_v1b,13114368.0,,,gluon_resnet34_v1b,21.797672,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,21.7,0.0,0.875,16.0,16.0,timm,9408.0,resnet,ImageNet-1K,1.0,53.0,1000,53.0,0.0,128.0,,gluon_resnet50_v1b,14964736.0,,,gluon_resnet50_v1b,25.557032,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,22.4,0.0,0.875,16.0,16.0,timm,28640.0,resnet,ImageNet-1K,1.0,55.0,1000,55.0,0.0,128.0,,gluon_resnet50_v1c,14964736.0,,,gluon_resnet50_v1c,25.576264,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,22.8,0.0,0.875,16.0,16.0,timm,28640.0,resnet,ImageNet-1K,4.0,55.0,1000,55.0,0.0,128.0,,gluon_resnet50_v1d,14964736.0,,,gluon_resnet50_v1d,25.576264,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,22.4,0.0,0.875,16.0,16.0,timm,112576.0,resnet,ImageNet-1K,1.0,55.0,1000,55.0,0.0,256.0,,gluon_resnet50_v1s,14964736.0,,,gluon_resnet50_v1s,25.680808,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,42.1,0.0,0.875,33.0,33.0,timm,9408.0,resnet,ImageNet-1K,1.0,104.0,1000,104.0,0.0,128.0,,gluon_resnet101_v1b,26090496.0,,,gluon_resnet101_v1b,44.54916,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,42.8,0.0,0.875,33.0,33.0,timm,28640.0,resnet,ImageNet-1K,1.0,106.0,1000,106.0,0.0,128.0,,gluon_resnet101_v1c,26090496.0,,,gluon_resnet101_v1c,44.568392,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,43.2,0.0,0.875,33.0,33.0,timm,28640.0,resnet,ImageNet-1K,4.0,106.0,1000,106.0,0.0,128.0,,gluon_resnet101_v1d,26090496.0,,,gluon_resnet101_v1d,44.568392,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,42.8,0.0,0.875,33.0,33.0,timm,112576.0,resnet,ImageNet-1K,1.0,106.0,1000,106.0,0.0,256.0,,gluon_resnet101_v1s,26090496.0,,,gluon_resnet101_v1s,44.672936,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,62.5,0.0,0.875,50.0,50.0,timm,9408.0,resnet,ImageNet-1K,1.0,155.0,1000,155.0,0.0,128.0,,gluon_resnet152_v1b,40613888.0,,,gluon_resnet152_v1b,60.192808,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,63.2,0.0,0.875,50.0,50.0,timm,28640.0,resnet,ImageNet-1K,1.0,157.0,1000,157.0,0.0,128.0,,gluon_resnet152_v1c,40613888.0,,,gluon_resnet152_v1c,60.21204,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,63.6,0.0,0.875,50.0,50.0,timm,28640.0,resnet,ImageNet-1K,4.0,157.0,1000,157.0,0.0,128.0,,gluon_resnet152_v1d,40613888.0,,,gluon_resnet152_v1d,60.21204,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,63.2,0.0,0.875,50.0,50.0,timm,112576.0,resnet,ImageNet-1K,1.0,157.0,1000,157.0,0.0,256.0,,gluon_resnet152_v1s,40613888.0,,,gluon_resnet152_v1s,60.316584,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,21.7,0.0,0.875,16.0,16.0,timm,9408.0,resnext,ImageNet-1K,1.0,53.0,1000,53.0,0.0,128.0,,gluon_resnext50_32x4d,14544896.0,,,gluon_resnext50_32x4d,25.028904,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,42.1,0.0,0.875,33.0,33.0,timm,9408.0,resnext,ImageNet-1K,1.0,104.0,1000,104.0,0.0,128.0,,gluon_resnext101_32x4d,26171392.0,,,gluon_resnext101_32x4d,44.177704,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,42.1,0.0,0.875,33.0,33.0,timm,9408.0,resnext,ImageNet-1K,1.0,104.0,1000,104.0,0.0,128.0,,gluon_resnext101_64x4d,51769344.0,,,gluon_resnext101_64x4d,83.455272,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,93.2,0.0,0.875,50.0,50.0,timm,112576.0,senet,ImageNet-1K,1.0,157.0,1000,257.0,0.0,256.0,,gluon_senet154,68677888.0,,,gluon_senet154,115.088984,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Blocks,Average
2049000.0,31.3,0.0,0.875,16.0,16.0,timm,9408.0,resnext,ImageNet-1K,1.0,53.0,1000,85.0,0.0,128.0,,gluon_seresnext50_32x4d,16124288.0,,,gluon_seresnext50_32x4d,27.559896,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,61.9,0.0,0.875,33.0,33.0,timm,9408.0,resnext,ImageNet-1K,1.0,104.0,1000,170.0,0.0,128.0,,gluon_seresnext101_32x4d,29211072.0,,,gluon_seresnext101_32x4d,48.955416,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,61.9,0.0,0.875,33.0,33.0,timm,9408.0,resnext,ImageNet-1K,1.0,104.0,1000,170.0,0.0,128.0,,gluon_seresnext101_64x4d,54809024.0,,,gluon_seresnext101_64x4d,88.232984,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
385000.0,39.1,0.0,0.875,0.0,0.0,timm,295296.0,mixer,ImageNet-1K,0.0,49.0,1000,1.0,0.0,768.0,,gmixer_24_224,24040032.0,,,gmixer_24_224,24.721096,,97.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Entirely MLP-based Image Processing,Average
257000.0,36.7,0.0,0.875,0.0,0.0,timm,196864.0,gm,ImageNet-1K,0.0,61.0,1000,1.0,0.0,512.0,,gmlp_s16_224,18968280.0,,,gmlp_s16_224,19.422656,,91.0,,,,,,,,,,,,,,,,,
2049000.0,40.2,0.0,0.95,11.0,0.0,timm,26232.0,botnet,ImageNet-1K,0.0,55.0,1000,60.0,0.0,20507136.0,,halo2botnet50ts_256,20507136.0,,,halo2botnet50ts_256,22.63536,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Blocks in ResNet,Average
2049000.0,22.5,0.0,0.95,5.0,0.0,timm,26232.0,halonet,ImageNet-1K,1.0,31.0,1000,34.0,0.0,10374336.0,,halonet26t,10374336.0,,,halonet26t,12.480288,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,SiLU,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Halo Attention Mechanism,"Max, Average, Strided"
2049000.0,40.3,0.0,0.94,11.0,0.0,timm,26232.0,halonet,ImageNet-1K,1.0,55.0,1000,60.0,0.0,20605056.0,,halonet50ts,20605056.0,,,halonet50ts,22.73328,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,SiLU,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Halo Attention Mechanism,"Max, Average, Strided"
1537000.0,59.2,0.0,0.94,17.0,0.0,timm,928.0,regnetz,ImageNet-1K,1.0,68.0,1000,107.0,0.0,442368.0,,haloregnetz_b,9650048.0,,,haloregnetz_b,11.680072,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
1281000.0,21.9,0.0,0.875,0.0,0.0,timm,864.0,hardcorenas,ImageNet-1K,0.0,34.0,1000,51.0,0.0,1230080.0,,hardcorenas_a,2727904.0,,,hardcorenas_a,5.260232,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Swish,2021.0,Supervised,Image Classification,NAS for Efficiency and Robustness,Average
1281000.0,30.8,0.0,0.875,0.0,0.0,timm,864.0,hardcorenas,ImageNet-1K,0.0,55.0,1000,64.0,0.0,1230080.0,,hardcorenas_b,2639480.0,,,hardcorenas_b,5.176544,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Swish,2021.0,Supervised,Image Classification,NAS for Efficiency and Robustness,Average
1281000.0,31.6,0.0,0.875,0.0,0.0,timm,864.0,hardcorenas,ImageNet-1K,0.0,55.0,1000,68.0,0.0,1230080.0,,hardcorenas_c,2981856.0,,,hardcorenas_c,5.521224,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Swish,2021.0,Supervised,Image Classification,NAS for Efficiency and Robustness,Average
1281000.0,36.0,0.0,0.875,0.0,0.0,timm,864.0,hardcorenas,ImageNet-1K,0.0,55.0,1000,90.0,0.0,1230080.0,,hardcorenas_d,4955096.0,,,hardcorenas_d,7.500208,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Swish,2021.0,Supervised,Image Classification,NAS for Efficiency and Robustness,Average
1281000.0,34.1,0.0,0.875,0.0,0.0,timm,864.0,hardcorenas,ImageNet-1K,0.0,52.0,1000,85.0,0.0,1230080.0,,hardcorenas_e,5523272.0,,,hardcorenas_e,8.070992,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Swish,2021.0,Supervised,Image Classification,NAS for Efficiency and Robustness,Average
1281000.0,34.1,0.0,0.875,0.0,0.0,timm,864.0,hardcorenas,ImageNet-1K,0.0,52.0,1000,85.0,0.0,1230080.0,,hardcorenas_f,5650368.0,,,hardcorenas_f,8.199688,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Swish,2021.0,Supervised,Image Classification,NAS for Efficiency and Robustness,Average
2049000.0,153.3,0.0,0.875,8.0,112.0,timm,1728.0,hrnet,ImageNet-1K,0.0,325.0,1000,325.0,0.0,128.0,,hrnet_w18,6708636.0,,,hrnet_w18,21.299004,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average
2049000.0,44.0,0.0,0.875,5.0,23.0,timm,1728.0,hrnet,ImageNet-1K,0.0,91.0,1000,91.0,0.0,128.0,,hrnet_w18_small,6198528.0,,,hrnet_w18_small,13.187464,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average
2049000.0,79.4,0.0,0.875,6.0,44.0,timm,1728.0,hrnet,ImageNet-1K,0.0,164.0,1000,164.0,0.0,128.0,,hrnet_w18_small_v2,6198528.0,,,hrnet_w18_small_v2,15.597464,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average
2049000.0,153.3,0.0,0.875,8.0,112.0,timm,1728.0,hrnet,ImageNet-1K,0.0,325.0,1000,325.0,0.0,128.0,,hrnet_w30,18614700.0,,,hrnet_w30,37.71222,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average
2049000.0,153.3,0.0,0.875,8.0,112.0,timm,1728.0,hrnet,ImageNet-1K,0.0,325.0,1000,325.0,0.0,128.0,,hrnet_w32,21177216.0,,,hrnet_w32,41.23268,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average
2049000.0,153.3,0.0,0.875,8.0,112.0,timm,1728.0,hrnet,ImageNet-1K,0.0,325.0,1000,325.0,0.0,128.0,,hrnet_w40,33079200.0,,,hrnet_w40,57.55716,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average
2049000.0,153.3,0.0,0.875,8.0,112.0,timm,1728.0,hrnet,ImageNet-1K,0.0,325.0,1000,325.0,0.0,128.0,,hrnet_w44,40021344.0,,,hrnet_w44,67.064984,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average
2049000.0,153.3,0.0,0.875,8.0,112.0,timm,1728.0,hrnet,ImageNet-1K,0.0,325.0,1000,325.0,0.0,128.0,,hrnet_w48,47624256.0,,,hrnet_w48,77.469864,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average
2049000.0,153.3,0.0,0.875,8.0,112.0,timm,1728.0,hrnet,ImageNet-1K,0.0,325.0,1000,325.0,0.0,128.0,,hrnet_w64,84643584.0,,,hrnet_w64,128.059944,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",High-Resolution Representations,Average
2049000.0,42.1,0.0,0.875,33.0,33.0,timm,9408.0,resnext,ImageNet-1K,1.0,104.0,1000,104.0,0.0,128.0,,ig_resnext101_32x8d,55160832.0,,,ig_resnext101_32x8d,88.791336,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,42.1,0.0,0.875,33.0,33.0,timm,9408.0,resnext,ImageNet-1K,1.0,104.0,1000,104.0,0.0,128.0,,ig_resnext101_32x16d,123314176.0,,,ig_resnext101_32x16d,194.026792,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,42.1,0.0,0.875,33.0,33.0,timm,9408.0,resnext,ImageNet-1K,1.0,104.0,1000,104.0,0.0,128.0,,ig_resnext101_32x32d,300318720.0,,,ig_resnext101_32x32d,468.530472,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,42.1,0.0,0.875,33.0,33.0,timm,9408.0,resnext,ImageNet-1K,1.0,104.0,1000,104.0,0.0,128.0,,ig_resnext101_32x48d,531587072.0,,,ig_resnext101_32x48d,828.411176,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
1537000.0,100.8,0.0,0.8975,0.0,0.0,timm,928.0,inception_resnet,ImageNet-1K,5.0,204.0,1000,244.0,0.0,5280.0,,inception_resnet_v2,22535680.0,,,inception_resnet_v2,55.843464,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2016.0,Supervised,Image Classification,Inception with Residual Connections,Average
2049000.0,30.0,0.0,0.875,0.0,0.0,timm,928.0,inception_v3,ImageNet-1K,2.0,94.0,1000,94.0,0.0,5280.0,,inception_v3,6076800.0,,,inception_v3,23.834568,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,Image Classification,"Label Smoothing, Factorized Convolutions","Max, Average"
1537000.0,68.0,0.0,0.875,0.0,0.0,timm,41142816.0,inception_v4,ImageNet-1K,18.0,149.0,1000,149.0,0.0,,,inception_v4,,,,inception_v4,42.679816,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2016.0,Supervised,Image Classification,Combining Inception with Residual Connections,"Max, Average"
513000.0,38.5,48.0,0.875,0.0,0.0,timm,6272.0,nest,ImageNet-1K,2.0,51.0,1000,3.0,0.0,1024.0,,jx_nest_base,66500608.0,,,jx_nest_base,67.723368,,97.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Nested Hierarchical Transformer,"Max, Average"
385000.0,38.5,48.0,0.875,0.0,0.0,timm,4704.0,nest,ImageNet-1K,2.0,51.0,1000,3.0,0.0,768.0,,jx_nest_small,37433856.0,,,jx_nest_small,38.351176,,97.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Nested Hierarchical Transformer,"Max, Average"
385000.0,20.5,24.0,0.875,0.0,0.0,timm,4704.0,nest,ImageNet-1K,2.0,27.0,1000,3.0,0.0,768.0,,jx_nest_tiny,16140288.0,,,jx_nest_tiny,17.057608,,49.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Nested Hierarchical Transformer,"Max, Average"
2049000.0,22.5,0.0,0.94,5.0,0.0,timm,26232.0,resnet,ImageNet-1K,2.0,37.0,1000,31.0,0.0,8848384.0,,lambda_resnet26rpt_256,8848384.0,,,lambda_resnet26rpt_256,10.988688,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,22.8,0.0,0.94,5.0,0.0,timm,26232.0,resnet,ImageNet-1K,2.0,37.0,1000,31.0,0.0,8852320.0,,lambda_resnet26t,8852320.0,,,lambda_resnet26t,10.958272,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,40.8,0.0,0.95,11.0,0.0,timm,26232.0,resnet,ImageNet-1K,1.0,65.0,1000,55.0,0.0,19408608.0,,lambda_resnet50ts,19408608.0,,,lambda_resnet50ts,21.536832,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,40.4,0.0,0.95,11.0,0.0,timm,26232.0,botnet,ImageNet-1K,0.0,59.0,1000,58.0,0.0,20441600.0,,lamhalobotnet50ts_256,20441600.0,,,lamhalobotnet50ts_256,22.569824,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Blocks in ResNet,Average
1281000.0,17.0,0.0,0.875,0.0,0.0,timm,216.0,lcnet,ImageNet-1K,0.0,27.0,1000,32.0,0.0,265208.0,,lcnet_050,328960.0,,,lcnet_050,1.880856,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Swish,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Lightweight and Efficient for CPU,Average
1281000.0,17.0,0.0,0.875,0.0,0.0,timm,432.0,lcnet,ImageNet-1K,0.0,27.0,1000,32.0,0.0,492800.0,,lcnet_075,575832.0,,,lcnet_075,2.358288,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Swish,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Lightweight and Efficient for CPU,Average
1281000.0,17.0,0.0,0.875,0.0,0.0,timm,432.0,lcnet,ImageNet-1K,0.0,27.0,1000,32.0,0.0,656640.0,,lcnet_100,1004784.0,,,lcnet_100,2.9538,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Swish,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Lightweight and Efficient for CPU,Average
2049000.0,68.2,0.0,0.875,50.0,0.0,timm,112832.0,senet,ImageNet-1K,1.0,157.0,1000,257.0,0.0,354864.0,,legacy_senet154,68677888.0,,,legacy_senet154,115.088984,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Blocks,Average
513000.0,11.1,0.0,0.875,0.0,0.0,timm,9536.0,seresnet,ImageNet-1K,1.0,20.0,1000,36.0,0.0,149128.0,,legacy_seresnet18,8460352.0,,,legacy_seresnet18,11.778592,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Block ResNet,Average
